,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,month
1829,Resort Hotel,0,85,2015,September,38,16,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,71.2,0,1,Check-Out,2015-09-23,9
1830,Resort Hotel,1,95,2015,September,38,16,4,10,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.0,0,0,Canceled,2015-07-31,7
1831,Resort Hotel,1,97,2015,September,38,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.0,0,1,Canceled,2015-09-10,9
1832,Resort Hotel,1,97,2015,September,38,16,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,1,Canceled,2015-06-13,6
1833,Resort Hotel,0,6,2015,September,38,17,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,71.2,1,0,Check-Out,2015-09-18,9
1834,Resort Hotel,0,78,2015,September,38,17,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,1,2,Check-Out,2015-09-19,9
1835,Resort Hotel,0,1,2015,September,38,17,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,0.0,0,2,Check-Out,2015-09-17,9
1836,Resort Hotel,0,50,2015,September,38,17,0,1,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,111.0,1,2,Check-Out,2015-09-18,9
1837,Resort Hotel,0,0,2015,September,38,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,0,Transient,106.2,1,0,Check-Out,2015-09-18,9
1838,Resort Hotel,1,105,2015,September,38,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.0,0,0,Canceled,2015-09-15,9
1839,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1840,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1841,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1842,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1843,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1844,Resort Hotel,0,138,2015,September,38,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.0,0,2,Check-Out,2015-09-22,9
1845,Resort Hotel,1,89,2015,September,38,17,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,89.0,0,2,Canceled,2015-08-10,8
1846,Resort Hotel,1,62,2015,September,38,17,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.0,0,0,Canceled,2015-07-31,7
1847,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2015-09-21,9
1848,Resort Hotel,0,110,2015,September,38,17,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,74.0,0,0,Check-Out,2015-09-21,9
1849,Resort Hotel,1,76,2015,September,38,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.71,0,1,Canceled,2015-07-20,7
1850,Resort Hotel,0,87,2015,September,38,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.2,0,0,Check-Out,2015-09-24,9
1851,Resort Hotel,1,35,2015,September,38,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,114.0,0,0,Canceled,2015-08-13,8
1852,Resort Hotel,0,104,2015,September,38,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,73.5,0,0,Check-Out,2015-09-24,9
1853,Resort Hotel,0,66,2015,September,38,17,2,5,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,109.71,0,2,Check-Out,2015-09-24,9
1854,Resort Hotel,0,34,2015,September,38,17,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,90.43,0,0,Check-Out,2015-09-24,9
1855,Resort Hotel,0,131,2015,September,38,17,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,80.63,0,0,Check-Out,2015-10-01,10
1856,Resort Hotel,0,167,2015,September,38,17,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,45.9,0,1,Check-Out,2015-10-01,10
1857,Resort Hotel,0,7,2015,September,38,18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,120.0,1,1,Check-Out,2015-09-20,9
1858,Resort Hotel,0,7,2015,September,38,18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,114.0,0,1,Check-Out,2015-09-20,9
1859,Resort Hotel,0,71,2015,September,38,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.6,1,1,Check-Out,2015-09-21,9
1860,Resort Hotel,1,101,2015,September,38,18,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.0,0,0,Canceled,2015-08-18,8
1861,Resort Hotel,0,48,2015,September,38,18,1,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,G,1,No Deposit,0,Transient,113.0,1,0,Check-Out,2015-09-21,9
1862,Resort Hotel,0,99,2015,September,38,18,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,81.2,0,0,Check-Out,2015-09-21,9
1863,Resort Hotel,1,102,2015,September,38,18,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.2,0,0,Canceled,2015-08-12,8
1864,Resort Hotel,1,32,2015,September,38,18,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,126.0,0,0,Canceled,2015-08-22,8
1865,Resort Hotel,0,71,2015,September,38,18,2,3,2,0.0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,99.5,0,2,Check-Out,2015-09-23,9
1866,Resort Hotel,1,102,2015,September,38,18,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,99.0,0,0,Canceled,2015-07-21,7
1867,Resort Hotel,0,127,2015,September,38,18,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,73.5,0,0,Check-Out,2015-09-25,9
1868,Resort Hotel,0,119,2015,September,38,18,2,5,2,0.0,0,HB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.0,0,0,Check-Out,2015-09-25,9
1869,Resort Hotel,1,77,2015,September,38,18,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.33,0,1,Canceled,2015-07-08,7
1870,Resort Hotel,0,79,2015,September,38,18,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,75.1,0,0,Check-Out,2015-09-28,9
1871,Resort Hotel,0,4,2015,September,38,19,1,1,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,59.0,0,0,Check-Out,2015-09-21,9
1872,Resort Hotel,0,65,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,122.0,1,2,Check-Out,2015-09-23,9
1873,Resort Hotel,0,61,2015,September,38,19,2,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,120.0,1,2,Check-Out,2015-09-23,9
1874,Resort Hotel,1,36,2015,September,38,19,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,162.0,0,1,Canceled,2015-08-17,8
1875,Resort Hotel,1,124,2015,September,38,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.0,0,0,Canceled,2015-06-02,6
1876,Resort Hotel,0,33,2015,September,38,19,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,152.0,1,1,Check-Out,2015-09-24,9
1877,Resort Hotel,1,68,2015,September,38,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,114.0,0,0,Canceled,2015-07-24,7
1878,Resort Hotel,0,99,2015,September,38,19,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,127.0,1,0,Check-Out,2015-09-24,9
1879,Resort Hotel,0,99,2015,September,38,19,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,69.83,0,0,Check-Out,2015-09-26,9
1880,Resort Hotel,0,85,2015,September,38,19,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,102.93,0,0,Check-Out,2015-09-26,9
1881,Resort Hotel,0,110,2015,September,38,19,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,65.1,0,0,Check-Out,2015-09-26,9
1882,Resort Hotel,0,75,2015,September,38,19,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,96.26,0,1,Check-Out,2015-09-26,9
1883,Resort Hotel,0,33,2015,September,38,19,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,124.74,0,2,Check-Out,2015-09-26,9
1884,Resort Hotel,1,347,2015,September,38,19,2,5,26,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,0.0,0,0,Canceled,2015-01-02,1
1885,Resort Hotel,1,65,2015,September,38,19,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,2,Canceled,2015-07-27,7
1886,Resort Hotel,0,35,2015,September,38,19,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.0,0,1,Check-Out,2015-09-26,9
1887,Resort Hotel,0,87,2015,September,38,19,4,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,59.2,0,2,Check-Out,2015-09-29,9
1888,Resort Hotel,0,128,2015,September,38,19,4,6,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,138.29,0,2,Check-Out,2015-09-29,9
1889,Resort Hotel,0,87,2015,September,38,19,4,6,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,59.2,0,2,Check-Out,2015-09-29,9
1890,Resort Hotel,1,92,2015,September,38,19,4,10,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,125.71,0,0,Canceled,2015-06-29,6
1891,Resort Hotel,1,114,2015,September,39,20,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,0,Canceled,2015-08-10,8
1892,Resort Hotel,0,65,2015,September,39,20,2,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,116.0,0,0,Check-Out,2015-09-24,9
1893,Resort Hotel,1,106,2015,September,39,20,2,4,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.4,0,0,Canceled,2015-07-31,7
1894,Resort Hotel,0,83,2015,September,39,20,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,100.93,0,0,Check-Out,2015-09-27,9
1895,Resort Hotel,1,158,2015,September,39,20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,1,Canceled,2015-04-18,4
1896,Resort Hotel,0,86,2015,September,39,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,74.93,0,0,Check-Out,2015-09-27,9
1897,Resort Hotel,0,103,2015,September,39,20,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,58.98,0,0,Check-Out,2015-09-27,9
1898,Resort Hotel,1,158,2015,September,39,20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.6,0,1,Canceled,2015-04-18,4
1899,Resort Hotel,0,125,2015,September,39,20,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Contract,58.93,0,2,Check-Out,2015-09-27,9
1900,Resort Hotel,1,4,2015,September,39,20,4,6,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,103.22,0,0,Canceled,2015-09-18,9
1901,Resort Hotel,0,131,2015,September,39,20,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,42.5,0,0,Check-Out,2015-10-01,10
1902,Resort Hotel,0,125,2015,September,39,20,4,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,68.5,0,0,Check-Out,2015-10-01,10
1903,Resort Hotel,0,93,2015,September,39,20,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,55.64,0,1,Check-Out,2015-10-01,10
1904,Resort Hotel,1,185,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,26.0,0,0,Canceled,2015-08-18,8
1905,Resort Hotel,1,34,2015,September,39,21,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,64.0,0,0,Canceled,2015-09-09,9
1906,Resort Hotel,1,12,2015,September,39,21,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,64.0,0,0,Canceled,2015-09-18,9
1907,Resort Hotel,0,130,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,74.0,0,1,Check-Out,2015-09-23,9
1908,Resort Hotel,1,185,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,26.0,0,0,Canceled,2015-08-18,8
1909,Resort Hotel,1,185,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,26.0,0,0,Canceled,2015-08-18,8
1910,Resort Hotel,1,33,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2015-08-20,8
1911,Resort Hotel,1,185,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,26.0,0,0,Canceled,2015-08-18,8
1912,Resort Hotel,0,121,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,0,Transient,99.0,0,2,Check-Out,2015-09-23,9
1913,Resort Hotel,1,58,2015,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,0,Canceled,2015-08-18,8
1914,Resort Hotel,0,185,2015,September,39,21,1,1,2,0.0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1,Check-Out,2015-09-23,9
1915,Resort Hotel,0,128,2015,September,39,21,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,H,0,No Deposit,0,Transient,79.0,0,1,Check-Out,2015-09-24,9
1916,Resort Hotel,0,111,2015,September,39,21,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,89.0,0,1,Check-Out,2015-09-24,9
1917,Resort Hotel,1,349,2015,September,39,21,1,3,27,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Group,0.0,0,0,Canceled,2015-01-02,1
1918,Resort Hotel,1,73,2015,September,39,21,1,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0,Canceled,2015-07-11,7
1919,Resort Hotel,1,61,2015,September,39,21,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,1,Canceled,2015-07-29,7
1920,Resort Hotel,0,94,2015,September,39,21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.02,0,0,Check-Out,2015-09-28,9
1921,Resort Hotel,0,96,2015,September,39,21,2,5,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,0,Transient,79.5,1,1,Check-Out,2015-09-28,9
1922,Resort Hotel,0,109,2015,September,39,21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Contract,74.93,0,0,Check-Out,2015-09-28,9
1923,Resort Hotel,0,65,2015,September,39,21,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,89.14,0,1,Check-Out,2015-09-28,9
1924,Resort Hotel,0,124,2015,September,39,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,53.69,1,0,Check-Out,2015-09-28,9
1925,Resort Hotel,0,84,2015,September,39,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,114.48,0,0,Check-Out,2015-09-28,9
1926,Resort Hotel,0,95,2015,September,39,21,3,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0,Transient,73.98,0,0,Check-Out,2015-09-30,9
1927,Resort Hotel,0,90,2015,September,39,21,3,7,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,99.5,0,1,Check-Out,2015-10-01,10
1928,Resort Hotel,0,90,2015,September,39,21,3,7,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,99.5,0,1,Check-Out,2015-10-01,10
1929,Resort Hotel,0,112,2015,September,39,21,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.2,0,0,Check-Out,2015-10-01,10
1930,Resort Hotel,0,130,2015,September,39,21,3,8,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,65.64,0,0,Check-Out,2015-10-02,10
1931,Resort Hotel,0,78,2015,September,39,22,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,0,Transient,89.0,1,1,Check-Out,2015-09-24,9
1932,Resort Hotel,1,36,2015,September,39,22,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,79.0,0,1,Canceled,2015-09-08,9
1933,Resort Hotel,1,159,2015,September,39,22,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.0,0,2,Canceled,2015-04-22,4
1934,Resort Hotel,1,75,2015,September,39,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.71,0,2,Canceled,2015-09-08,9
1935,Resort Hotel,0,158,2015,September,39,22,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.43,0,3,Check-Out,2015-09-29,9
1936,Resort Hotel,0,108,2015,September,39,22,2,5,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,77.73,1,0,Check-Out,2015-09-29,9
1937,Resort Hotel,0,158,2015,September,39,22,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.0,1,3,Check-Out,2015-09-29,9
1938,Resort Hotel,0,70,2015,September,39,22,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,80.63,0,0,Check-Out,2015-09-29,9
1939,Resort Hotel,1,1,2015,September,39,22,0,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,129.0,0,0,Canceled,2015-09-21,9
1940,Resort Hotel,0,76,2015,September,39,22,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,140.63,1,1,Check-Out,2015-09-30,9
1941,Resort Hotel,1,183,2015,September,39,22,2,8,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,3,No Deposit,0,Transient,73.5,0,0,Canceled,2015-06-15,6
1942,Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,HB,DEU,Corporate,Corporate,0,0,0,A,C,1,No Deposit,0,Transient-Party,108.65,0,0,Check-Out,2015-09-24,9
1943,Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,Transient-Party,75.65,0,0,Check-Out,2015-09-24,9
1944,Resort Hotel,0,21,2015,September,39,23,0,1,2,0.0,0,HB,DEU,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,Transient-Party,108.85,0,0,Check-Out,2015-09-24,9
1945,Resort Hotel,1,21,2015,September,39,23,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,Transient,75.65,0,0,Canceled,2015-09-22,9
1946,Resort Hotel,1,21,2015,September,39,23,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0,Transient-Party,75.65,0,0,Canceled,2015-09-22,9
1947,Resort Hotel,0,34,2015,September,39,23,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,114.0,1,1,Check-Out,2015-09-25,9
1948,Resort Hotel,0,119,2015,September,39,23,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,56.98,0,1,Check-Out,2015-09-25,9
1949,Resort Hotel,1,6,2015,September,39,23,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,0.0,0,1,Canceled,2015-09-22,9
1950,Resort Hotel,1,6,2015,September,39,23,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,0.0,0,1,Canceled,2015-09-22,9
1951,Resort Hotel,0,8,2015,September,39,23,1,4,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,74.8,1,0,Check-Out,2015-09-28,9
1952,Resort Hotel,1,68,2015,September,39,23,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,1,Canceled,2015-09-14,9
1953,Resort Hotel,1,68,2015,September,39,23,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,114.0,0,1,Canceled,2015-09-18,9
1954,Resort Hotel,0,137,2015,September,39,23,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.86,0,1,Check-Out,2015-09-30,9
1955,Resort Hotel,0,154,2015,September,39,23,2,6,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,1,No Deposit,0,Transient,130.5,0,1,Check-Out,2015-10-01,10
1956,Resort Hotel,0,76,2015,September,39,23,2,7,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,64.0,0,0,Check-Out,2015-10-02,10
1957,Resort Hotel,0,21,2015,September,39,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,112.0,1,0,Check-Out,2015-09-27,9
1958,Resort Hotel,0,71,2015,September,39,24,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,75.5,0,0,Check-Out,2015-09-26,9
1959,Resort Hotel,0,36,2015,September,39,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,89.0,0,3,Check-Out,2015-09-26,9
1960,Resort Hotel,0,64,2015,September,39,24,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,80.1,0,2,Check-Out,2015-09-27,9
1961,Resort Hotel,0,29,2015,September,39,24,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,97.2,0,0,Check-Out,2015-09-25,9
1962,Resort Hotel,1,352,2015,September,39,24,1,3,27,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Group,0.0,0,0,Canceled,2015-01-02,1
1963,Resort Hotel,0,76,2015,September,39,24,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,76.3,0,1,Check-Out,2015-09-29,9
